userId,animeId,ratings,timestamp
279900,19,4.0,"Dec 24, 2018 T 06:00 PM"
157135,19,4.0,"Jun 17, 2009 T 07:48 AM"
218939,19,2.0,"Apr 22, 2005 T 06:12 PM"
157135,19,4.0,"Sep 14, 2014 T 03:08 AM"
82314,19,9.0,"Jun 07, 2009 T 11:52 PM"
226835,19,10.0,"May 21, 2020 T 08:33 AM"
286817,19,10.0,"Apr 28, 2022 T 12:22 PM"
190939,19,10.0,"Sep 28, 2008 T 08:29 PM"
48541,20,10.0,"Feb 21, 2009 T 09:09 AM"
281636,20,9.0,"Sep 27, 2007 T 08:16 AM"
257527,20,10.0,"Jun 30, 2020 T 05:08 PM"
14970,20,10.0,"Apr 03, 2008 T 09:47 PM"
190555,20,4.0,"Sep 30, 2018 T 01:33 PM"
5805,20,7.0,"Jul 27, 2022 T 02:17 AM"
293921,20,9.0,"Aug 21, 2014 T 03:29 AM"
224475,20,10.0,"Nov 19, 2018 T 09:25 PM"
58009,20,10.0,"Sep 28, 2016 T 09:44 PM"
91217,20,9.0,"Sep 22, 2022 T 03:29 PM"
192471,21,10.0,"Dec 05, 2017 T 05:02 PM"
119727,21,10.0,"Jun 18, 2011 T 04:13 AM"
248386,21,10.0,"Apr 12, 2015 T 06:20 PM"
227166,21,9.0,"Oct 27, 2008 T 07:44 PM"
318096,21,10.0,"Aug 17, 2018 T 05:53 PM"
250258,21,10.0,"Aug 26, 2008 T 05:18 PM"
21162,21,10.0,"Sep 03, 2010 T 02:03 AM"
214719,21,10.0,"Feb 06, 2016 T 01:32 PM"
304438,21,3.0,"Jun 25, 2013 T 07:05 PM"
157749,21,3.0,"Mar 12, 2008 T 07:48 AM"
104045,22,10.0,"Sep 26, 2011 T 04:53 AM"
72325,22,6.0,"Aug 17, 2013 T 09:24 PM"
17940,22,10.0,"May 20, 2003 T 09:41 AM"
11945,22,9.0,"Jun 06, 2015 T 09:47 AM"
8652,22,10.0,"Nov 06, 2005 T 07:51 AM"
112375,22,9.0,"Oct 22, 2022 T 07:43 AM"
9390,22,9.0,"Sep 04, 2008 T 02:12 AM"
138493,22,7.0,"May 03, 2012 T 10:10 AM"
225574,22,6.0,"Jul 21, 2005 T 03:15 AM"
93529,22,8.0,"Mar 04, 2021 T 09:20 AM"
23700,23,3.0,"Nov 06, 2012 T 11:04 PM"
8605,23,7.0,"Sep 22, 2005 T 11:31 PM"
2221,23,10.0,"Oct 04, 2021 T 03:34 AM"
80508,23,8.0,"Mar 31, 2003 T 03:03 PM"
2239,23,8.0,"Sep 13, 2006 T 05:33 PM"
19,24,10.0,"Nov 18, 2014 T 02:38 PM"
1770,24,10.0,"Nov 30, 2016 T 08:11 AM"
1037,24,3.0,"Nov 02, 2010 T 04:19 PM"
178815,24,9.0,"Apr 06, 2013 T 09:20 PM"
323907,24,1.0,"May 06, 2012 T 07:10 PM"
23486,24,9.0,"Dec 19, 2021 T 01:08 PM"
179226,24,8.0,"Jan 12, 2010 T 10:11 PM"
158259,24,9.0,"Jun 16, 2008 T 06:18 AM"
19,24,10.0,"Aug 11, 2005 T 05:55 PM"
178815,24,9.0,"Feb 23, 2022 T 02:17 PM"
11246,25,8.0,"Oct 09, 2006 T 09:27 PM"
191158,25,7.0,"Oct 04, 2022 T 01:58 AM"
4835,25,8.0,"Oct 27, 2006 T 03:33 AM"
203751,25,8.0,"Oct 15, 2013 T 11:40 PM"
13681,25,8.0,"Apr 14, 2005 T 02:02 AM"
257383,25,8.0,"Sep 18, 2005 T 09:39 AM"
195045,25,8.0,"Jan 15, 2008 T 02:52 PM"
153071,25,3.0,"May 26, 2017 T 07:03 PM"
103493,25,6.0,"Dec 25, 2010 T 01:44 PM"
280257,25,2.0,"Dec 11, 2013 T 09:57 PM"
4332,26,9.0,"Dec 09, 2013 T 09:30 PM"
60527,26,7.0,"Sep 05, 2017 T 05:07 PM"
201432,26,8.0,"Jan 09, 2012 T 12:28 AM"
224453,26,9.0,"Nov 10, 2008 T 08:58 AM"
256093,26,8.0,"Feb 25, 2008 T 05:56 PM"
125595,26,8.0,"Jan 12, 2006 T 02:46 AM"
187574,26,9.0,"May 26, 2003 T 09:10 PM"
190253,26,10.0,"Oct 24, 2005 T 06:20 AM"
16062,26,10.0,"May 14, 2005 T 11:28 PM"
55233,26,6.0,"Nov 12, 2010 T 07:15 PM"
274289,27,7.0,"Oct 11, 2013 T 06:29 AM"
25263,27,6.0,"Aug 14, 2013 T 02:15 AM"
31668,27,5.0,"Aug 30, 2005 T 07:31 PM"
18039,27,7.0,"Jan 01, 2012 T 12:46 AM"
12681,27,9.0,"Mar 10, 2010 T 08:46 AM"
270942,27,4.0,"Dec 03, 2016 T 11:59 AM"
95111,27,9.0,"Jun 22, 2010 T 06:26 PM"
19800,27,8.0,"Jul 16, 2022 T 05:45 AM"
41643,27,8.0,"Sep 13, 2005 T 08:48 AM"
61049,27,6.0,"Aug 10, 2014 T 04:06 AM"
4293,28,6.0,"Mar 22, 2021 T 01:36 PM"
154727,28,9.0,"Jun 17, 2004 T 01:38 AM"
24997,28,7.0,"Jul 09, 2009 T 02:19 PM"
94145,28,8.0,"May 14, 2015 T 02:22 PM"
173531,28,9.0,"Mar 04, 2017 T 04:29 PM"
235809,28,9.0,"Nov 19, 2019 T 03:59 AM"
9684,28,10.0,"Apr 11, 2003 T 06:39 AM"
368,28,8.0,"Dec 08, 2019 T 04:52 AM"
155159,28,10.0,"Oct 08, 2016 T 05:08 PM"
4293,28,6.0,"Dec 24, 2010 T 06:54 PM"
11659,29,6.0,"Sep 27, 2013 T 01:00 AM"
55031,29,7.0,"Oct 26, 2017 T 07:57 PM"
13437,29,7.0,"Aug 04, 2009 T 06:09 PM"
100725,29,9.0,"Feb 15, 2009 T 02:35 PM"
319970,29,8.0,"Aug 14, 2017 T 03:53 PM"
155717,29,8.0,"Aug 29, 2022 T 09:00 PM"
23576,29,10.0,"Dec 16, 2021 T 03:50 PM"
291627,29,8.0,"May 04, 2003 T 05:23 AM"
180978,29,7.0,"Dec 13, 2003 T 05:38 PM"
194817,29,6.0,"Dec 22, 2009 T 10:32 PM"
218048,30,7.0,"Apr 01, 2004 T 12:37 PM"
156913,30,10.0,"Jan 22, 2004 T 07:49 AM"
25306,30,10.0,"May 19, 2017 T 06:25 PM"
245826,30,2.0,"Sep 21, 2007 T 05:40 AM"
13547,30,10.0,"Mar 04, 2022 T 07:36 AM"
2841,30,7.0,"Sep 19, 2008 T 07:16 PM"
276552,30,9.0,"May 20, 2019 T 04:50 PM"
295115,30,4.0,"Mar 29, 2013 T 12:38 PM"
226063,30,10.0,"Nov 03, 2018 T 10:53 AM"
319971,30,5.0,"Oct 17, 2003 T 04:48 AM"
116749,31,2.0,"Jan 27, 2003 T 12:46 AM"
117555,31,8.0,"May 30, 2020 T 06:13 AM"
4667,31,5.0,"Aug 26, 2017 T 06:28 PM"
25753,31,9.0,"Jan 27, 2012 T 09:23 PM"
87889,31,4.0,"Jul 12, 2010 T 12:27 AM"
294195,31,6.0,"May 05, 2021 T 02:55 PM"
176763,31,5.0,"Jun 01, 2014 T 12:28 AM"
203099,31,3.0,"Mar 02, 2020 T 06:05 PM"
25433,31,7.0,"Jan 22, 2015 T 11:20 AM"
313792,31,4.0,"Oct 06, 2007 T 10:34 AM"
130507,32,10.0,"Oct 09, 2010 T 11:18 AM"
160629,32,7.0,"Jun 09, 2008 T 09:23 PM"
138121,32,1.0,"Oct 14, 2008 T 06:09 AM"
32553,32,10.0,"Apr 06, 2004 T 09:51 AM"
70769,32,10.0,"Jan 11, 2014 T 10:55 AM"
186187,32,9.0,"Jun 09, 2017 T 10:09 PM"
251894,32,7.0,"Dec 25, 2003 T 02:55 AM"
294090,32,10.0,"Oct 28, 2013 T 11:22 PM"
323413,32,7.0,"Sep 22, 2018 T 08:55 PM"
98123,32,3.0,"Mar 02, 2015 T 09:28 AM"
105527,33,8.0,"Mar 28, 2008 T 09:31 PM"
200088,33,8.0,"Jun 12, 2017 T 02:29 AM"
58765,33,9.0,"Nov 19, 2015 T 10:05 PM"
29418,33,6.0,"Feb 10, 2003 T 12:15 AM"
195715,33,10.0,"Nov 14, 2008 T 04:30 AM"
204844,33,9.0,"Jan 06, 2021 T 10:57 PM"
29680,33,10.0,"Oct 02, 2020 T 04:44 AM"
317630,33,9.0,"Sep 20, 2019 T 05:30 PM"
204707,33,9.0,"May 13, 2017 T 08:26 PM"
10663,33,10.0,"Oct 26, 2022 T 06:13 PM"
6061,43,10.0,"Jun 28, 2016 T 03:40 AM"
185993,43,7.0,"Jul 09, 2003 T 05:25 AM"
10004,43,7.0,"Nov 03, 2004 T 12:19 PM"
278335,43,9.0,"Sep 30, 2005 T 02:09 AM"
181207,43,8.0,"Dec 04, 2020 T 02:41 PM"
69699,43,3.0,"Dec 05, 2019 T 12:29 PM"
1330,43,10.0,"Jun 01, 2004 T 02:29 AM"
103101,43,10.0,"Apr 20, 2016 T 11:01 PM"
6061,43,10.0,"Oct 03, 2015 T 12:33 PM"
278335,43,9.0,"Jun 14, 2011 T 01:54 AM"
1880,44,10.0,"Jul 05, 2005 T 04:49 PM"
245098,44,8.0,"Jul 16, 2010 T 03:25 AM"
26778,44,9.0,"Jun 11, 2022 T 10:03 AM"
321617,44,1.0,"Oct 12, 2014 T 07:25 AM"
21062,44,10.0,"Nov 24, 2022 T 10:03 PM"
4489,44,10.0,"Feb 24, 2003 T 10:05 AM"
172873,44,10.0,"Mar 16, 2010 T 10:05 AM"
98929,44,10.0,"Apr 24, 2004 T 03:28 PM"
480,44,10.0,"Jun 21, 2021 T 09:49 AM"
42121,44,10.0,"Jul 07, 2009 T 03:47 PM"
210050,45,8.0,"Apr 05, 2009 T 02:20 AM"
194493,45,8.0,"Jul 30, 2015 T 11:06 PM"
15526,45,9.0,"Aug 08, 2016 T 06:39 AM"
5023,45,10.0,"Dec 27, 2021 T 08:40 AM"
69311,45,9.0,"Mar 24, 2016 T 12:31 PM"
54179,45,9.0,"Jan 28, 2021 T 12:43 PM"
44807,45,8.0,"Sep 13, 2003 T 05:28 AM"
6964,45,9.0,"May 28, 2006 T 04:21 PM"
155205,45,10.0,"Jan 03, 2012 T 02:20 AM"
8350,45,9.0,"Feb 07, 2018 T 02:42 AM"
195561,46,3.0,"Mar 03, 2018 T 04:37 AM"
22434,46,7.0,"May 02, 2008 T 06:14 AM"
51823,46,7.0,"May 25, 2009 T 11:49 AM"
13439,46,6.0,"Aug 14, 2007 T 02:49 PM"
45103,46,3.0,"Sep 23, 2007 T 12:48 AM"
201199,46,5.0,"Sep 01, 2005 T 12:52 AM"
46347,46,8.0,"May 27, 2022 T 08:11 PM"
135785,46,9.0,"Feb 13, 2004 T 09:43 AM"
126711,47,8.0,"Nov 22, 2016 T 08:18 PM"
279436,47,10.0,"Mar 17, 2016 T 06:07 PM"
71719,47,10.0,"Feb 24, 2022 T 11:29 AM"
218710,47,8.0,"Jan 25, 2003 T 12:43 PM"
247744,47,5.0,"Aug 31, 2016 T 06:49 PM"
203510,47,10.0,"Jun 24, 2011 T 12:24 AM"
182285,47,8.0,"Oct 31, 2005 T 06:13 PM"
295716,47,5.0,"Jun 19, 2022 T 05:40 PM"
34430,47,10.0,"Dec 08, 2003 T 11:35 AM"
227696,47,5.0,"May 09, 2011 T 02:50 PM"
38062,48,6.0,"Mar 31, 2004 T 10:54 PM"
209380,48,7.0,"Sep 27, 2007 T 08:02 PM"
169823,48,5.0,"Apr 18, 2017 T 11:02 PM"
53199,48,4.0,"May 31, 2015 T 11:23 AM"
9146,48,5.0,"Mar 19, 2022 T 03:22 AM"
106115,48,5.0,"Dec 19, 2011 T 10:55 AM"
68253,48,5.0,"Mar 11, 2009 T 07:48 AM"
208644,48,7.0,"Dec 23, 2013 T 11:43 AM"
23482,48,8.0,"Jan 22, 2003 T 04:01 AM"
231666,48,6.0,"Mar 08, 2007 T 11:40 AM"
12556,49,7.0,"Mar 23, 2017 T 07:28 AM"
258238,49,8.0,"Oct 17, 2021 T 04:58 AM"
103955,49,10.0,"Jan 17, 2009 T 07:01 PM"
34906,49,8.0,"Mar 14, 2006 T 05:31 PM"
294409,49,9.0,"Jan 25, 2022 T 04:58 AM"
267058,49,9.0,"Oct 18, 2012 T 06:30 PM"
266883,49,7.0,"Jul 11, 2017 T 03:16 AM"
19253,49,7.0,"May 08, 2014 T 06:26 PM"
91123,49,1.0,"Aug 04, 2008 T 10:44 AM"
15051,49,7.0,"May 16, 2015 T 02:48 AM"
258033,50,6.0,"Apr 14, 2011 T 05:25 AM"
1686,50,9.0,"Jun 16, 2020 T 10:54 AM"
69893,50,8.0,"Mar 04, 2012 T 05:57 AM"
15278,50,9.0,"Aug 12, 2010 T 06:26 PM"
11396,50,8.0,"Dec 04, 2003 T 10:04 PM"
507,50,6.0,"Nov 08, 2004 T 06:06 PM"
294367,50,10.0,"Feb 07, 2004 T 08:21 PM"
123753,50,9.0,"Dec 31, 2017 T 07:47 PM"
270051,50,8.0,"Apr 09, 2008 T 05:08 PM"
14614,50,8.0,"Feb 11, 2005 T 08:16 PM"
309499,52,5.0,"Jul 03, 2016 T 05:45 AM"
20755,52,7.0,"Jan 29, 2006 T 03:41 PM"
19610,52,9.0,"Jul 09, 2004 T 09:37 AM"
57001,52,8.0,"Apr 03, 2010 T 04:35 PM"
27839,52,6.0,"Mar 18, 2016 T 08:58 PM"
11090,52,6.0,"May 20, 2014 T 11:02 PM"
38036,52,5.0,"Oct 01, 2005 T 09:43 AM"
19329,52,9.0,"Jan 03, 2014 T 01:07 AM"
14062,52,7.0,"Dec 03, 2015 T 07:50 AM"
300414,52,6.0,"Aug 17, 2013 T 12:04 AM"
88833,53,10.0,"Mar 31, 2005 T 12:00 AM"
21037,53,6.0,"Mar 27, 2011 T 06:43 PM"
37182,53,10.0,"Oct 19, 2005 T 05:39 PM"
12541,53,10.0,"Aug 15, 2010 T 07:03 AM"
129375,53,8.0,"Jan 20, 2011 T 04:06 AM"
206954,53,9.0,"Apr 03, 2004 T 02:37 AM"
21025,53,9.0,"Jan 16, 2017 T 08:40 AM"
98719,53,9.0,"Feb 22, 2021 T 07:48 AM"
32851,53,8.0,"Oct 16, 2019 T 09:24 PM"
29602,53,10.0,"Dec 18, 2011 T 04:45 PM"
151297,54,3.0,"Oct 03, 2017 T 04:26 AM"
263386,54,10.0,"Oct 01, 2015 T 06:13 PM"
7256,54,9.0,"Oct 08, 2003 T 07:39 PM"
4242,54,6.0,"Feb 08, 2004 T 10:42 AM"
109555,54,6.0,"Feb 01, 2015 T 04:40 PM"
10156,54,5.0,"Dec 26, 2016 T 05:08 AM"
277218,54,5.0,"Jun 18, 2011 T 05:39 PM"
188941,54,5.0,"Jan 09, 2014 T 10:08 PM"
77161,54,10.0,"Jun 21, 2003 T 03:17 AM"
16627,54,5.0,"Mar 18, 2010 T 11:13 AM"
126997,55,7.0,"Oct 25, 2011 T 04:22 AM"
10112,56,6.0,"Jan 13, 2019 T 10:52 AM"
44733,56,3.0,"Sep 14, 2021 T 12:25 PM"
53929,56,3.0,"Jan 30, 2007 T 11:20 PM"
31026,56,7.0,"Aug 18, 2013 T 05:19 PM"
28941,56,3.0,"Nov 20, 2020 T 02:03 AM"
269194,56,9.0,"Jul 03, 2007 T 01:17 AM"
2732,56,7.0,"May 24, 2022 T 05:28 PM"
7698,56,2.0,"Sep 09, 2018 T 08:17 AM"
31961,56,4.0,"Nov 26, 2014 T 01:14 PM"
196827,57,9.0,"Mar 04, 2008 T 04:48 PM"
282715,57,8.0,"Mar 07, 2018 T 05:00 AM"
7466,57,7.0,"Jun 04, 2006 T 04:19 PM"
23946,57,9.0,"Jul 23, 2014 T 01:47 AM"
174423,57,10.0,"Jun 08, 2007 T 11:18 PM"
203900,57,9.0,"May 03, 2017 T 11:36 PM"
104781,57,10.0,"Jan 29, 2007 T 06:09 PM"
313210,57,9.0,"Aug 14, 2003 T 06:11 AM"
110749,57,10.0,"May 11, 2013 T 11:45 AM"
137667,57,9.0,"Jan 01, 2023 T 07:47 AM"
1738,58,9.0,"Nov 02, 2004 T 02:14 PM"
287870,58,7.0,"Dec 10, 2020 T 12:22 PM"
268,58,7.0,"Nov 30, 2019 T 07:46 PM"
196360,58,9.0,"Oct 10, 2013 T 01:50 PM"
311200,58,6.0,"Jul 05, 2016 T 09:46 AM"
307183,58,5.0,"Nov 05, 2003 T 04:52 PM"
194745,58,5.0,"Oct 01, 2011 T 03:18 PM"
324406,58,10.0,"May 15, 2007 T 05:20 PM"
243974,58,7.0,"Aug 30, 2007 T 06:09 AM"
84571,58,6.0,"Jan 20, 2012 T 12:24 AM"
121759,59,9.0,"Jan 12, 2020 T 11:31 AM"
209990,59,10.0,"Aug 22, 2022 T 10:20 PM"
139827,59,10.0,"Dec 02, 2016 T 06:08 AM"
218845,59,8.0,"Jan 14, 2018 T 02:04 PM"
106765,59,5.0,"Jun 19, 2004 T 11:52 PM"
17795,59,5.0,"Oct 23, 2011 T 09:52 AM"
30832,59,8.0,"Mar 12, 2020 T 04:42 PM"
8940,59,2.0,"Dec 19, 2007 T 08:33 PM"
3139,59,4.0,"Nov 09, 2015 T 11:05 AM"
258321,59,9.0,"Sep 26, 2015 T 02:28 AM"
530,60,9.0,"Aug 07, 2013 T 06:49 AM"
386,60,8.0,"May 09, 2020 T 07:17 PM"
6897,60,10.0,"Oct 10, 2003 T 02:30 AM"
119731,60,5.0,"Feb 11, 2007 T 12:08 PM"
43591,60,8.0,"May 25, 2004 T 04:59 AM"
61841,60,10.0,"Aug 20, 2017 T 05:59 AM"
12090,60,5.0,"Jul 04, 2013 T 05:28 PM"
219,60,9.0,"Oct 16, 2011 T 01:03 PM"
220503,60,9.0,"Jun 10, 2017 T 07:21 AM"
3271,60,8.0,"Jan 02, 2008 T 09:41 AM"
4997,61,7.0,"Oct 16, 2003 T 07:38 AM"
5643,61,7.0,"Jan 11, 2007 T 04:38 PM"
17569,61,8.0,"Jan 10, 2019 T 09:00 AM"
19545,61,10.0,"Mar 06, 2011 T 12:38 AM"
89459,61,7.0,"Nov 22, 2014 T 09:51 PM"
2035,61,7.0,"Dec 01, 2006 T 11:41 AM"
3411,61,10.0,"Jan 21, 2016 T 09:15 PM"
733,61,9.0,"Aug 15, 2022 T 06:45 AM"
13552,61,10.0,"Dec 29, 2009 T 01:07 AM"
93687,61,6.0,"Jan 03, 2012 T 12:13 AM"
62127,62,7.0,"Jan 20, 2014 T 08:55 AM"
125265,62,5.0,"May 22, 2021 T 10:25 PM"
31217,62,3.0,"Apr 21, 2014 T 04:52 AM"
69975,62,6.0,"Apr 21, 2020 T 03:13 PM"
203785,62,3.0,"Mar 03, 2011 T 07:57 AM"
69205,62,9.0,"Mar 17, 2014 T 11:34 PM"
23809,62,5.0,"Jun 21, 2021 T 12:52 PM"
1303,62,6.0,"Feb 03, 2011 T 11:13 PM"
1128,62,6.0,"May 29, 2005 T 07:38 AM"
202702,62,9.0,"Oct 30, 2022 T 04:18 AM"
18133,63,1.0,"Jan 24, 2010 T 09:52 AM"
177575,63,5.0,"Oct 25, 2011 T 12:06 PM"
13679,63,8.0,"Mar 21, 2019 T 01:56 PM"
227505,63,6.0,"Oct 30, 2014 T 05:50 PM"
189377,63,3.0,"Aug 28, 2016 T 06:53 PM"
17581,63,9.0,"May 15, 2004 T 11:50 PM"
97955,63,6.0,"Sep 05, 2009 T 02:56 AM"
14955,63,8.0,"Aug 15, 2013 T 10:02 PM"
101471,63,4.0,"Nov 12, 2007 T 02:08 PM"
28641,63,10.0,"Oct 15, 2006 T 04:52 AM"
16356,64,10.0,"Jan 28, 2017 T 06:28 AM"
179264,64,6.0,"Apr 11, 2004 T 09:31 AM"
330,64,9.0,"Jan 02, 2013 T 11:04 AM"
174183,64,8.0,"Feb 09, 2008 T 10:28 PM"
84519,64,7.0,"May 17, 2011 T 02:06 AM"
86455,64,9.0,"Dec 30, 2011 T 08:17 PM"
917,64,6.0,"Dec 24, 2006 T 08:06 AM"
189533,64,9.0,"Mar 01, 2017 T 09:46 PM"
1921,64,10.0,"Jul 06, 2009 T 12:30 AM"
234262,64,9.0,"Dec 14, 2004 T 11:13 AM"
14308,65,9.0,"Sep 27, 2019 T 02:50 AM"
26481,65,9.0,"Apr 26, 2010 T 11:25 AM"
53241,65,8.0,"Feb 06, 2020 T 12:20 PM"
20341,65,10.0,"Feb 16, 2008 T 01:07 AM"
184132,65,5.0,"Sep 16, 2020 T 03:22 PM"
22901,65,8.0,"Sep 10, 2003 T 01:15 AM"
99855,65,7.0,"Jul 06, 2006 T 03:07 AM"
918,65,7.0,"Sep 22, 2021 T 11:21 PM"
187800,65,6.0,"Nov 20, 2007 T 01:15 AM"
34391,65,10.0,"Nov 06, 2008 T 05:06 AM"
18085,66,2.0,"May 06, 2006 T 02:24 PM"
28215,66,9.0,"Nov 01, 2010 T 05:21 PM"
1124,66,8.0,"Jul 23, 2014 T 11:13 PM"
19123,66,8.0,"Nov 22, 2015 T 01:34 PM"
1416,66,7.0,"Feb 14, 2012 T 03:51 AM"
25851,66,8.0,"Dec 22, 2011 T 05:51 AM"
24059,66,8.0,"May 03, 2022 T 05:11 PM"
17728,66,9.0,"Jul 06, 2016 T 07:37 PM"
271856,66,5.0,"Apr 25, 2007 T 06:50 AM"
7409,66,9.0,"Dec 23, 2004 T 10:00 PM"
187981,67,10.0,"Dec 19, 2016 T 08:29 PM"
8968,67,10.0,"Mar 07, 2010 T 06:03 AM"
22616,67,2.0,"Aug 21, 2020 T 11:15 PM"
137925,67,7.0,"May 01, 2022 T 07:54 PM"
190346,67,1.0,"Dec 13, 2021 T 10:14 AM"
189402,67,4.0,"Nov 30, 2016 T 03:48 PM"
7873,67,9.0,"Nov 02, 2018 T 10:07 PM"
156949,67,9.0,"Oct 07, 2021 T 09:09 AM"
6011,67,9.0,"Jun 15, 2018 T 03:04 PM"
3511,67,10.0,"Jul 16, 2004 T 07:29 PM"
41596,68,6.0,"Oct 13, 2003 T 04:09 PM"
290154,68,7.0,"Dec 27, 2004 T 03:04 AM"
47295,68,6.0,"Nov 25, 2005 T 11:27 AM"
37697,68,6.0,"Jun 14, 2006 T 05:48 AM"
63469,68,7.0,"Jul 04, 2006 T 09:14 PM"
47,68,9.0,"Feb 27, 2014 T 10:42 AM"
23303,68,9.0,"Mar 08, 2007 T 10:48 PM"
66249,68,8.0,"Feb 20, 2004 T 07:58 AM"
19569,68,6.0,"May 10, 2015 T 01:32 PM"
135327,68,6.0,"Jan 15, 2017 T 11:05 PM"
102233,69,4.0,"Jul 28, 2017 T 06:41 AM"
